city,city_type,state,city_size,mode,n,percent,moe,state_abb,state_region
Owensboro city,City,Kentucky,Small,Walk,550,2.3,0.6,KY,South
Oxford city,City,Alabama,Small,Walk,68,0.8,0.8,AL,South
Oxford city,City,Mississippi,Small,Walk,234,2.8,1.5,MS,South
Oxford city,City,Ohio,Small,Walk,2672,29.7,3.8,OH,North Central
Pacifica city,City,California,Small,Walk,192,1,0.4,CA,West
Paducah city,City,Kentucky,Small,Walk,185,1.9,1.3,KY,South
Palatine village,Village,Illinois,Small,Walk,512,1.4,0.5,IL,North Central
Palm Beach Gardens city,City,Florida,Small,Walk,273,1.2,0.6,FL,South
Palm Coast city,City,Florida,Small,Walk,130,0.5,0.4,FL,South
Palm Desert city,City,California,Small,Walk,350,1.9,0.7,CA,West
Palm Springs city,City,California,Small,Walk,507,2.6,0.6,CA,West
Palm Springs village,Village,Florida,Small,Walk,129,1.4,1.1,FL,South
Palmetto Bay village,Village,Florida,Small,Walk,109,1,0.7,FL,South
Palo Alto city,City,California,Small,Walk,1562,5.2,1,CA,West
Panama City city,City,Florida,Small,Walk,218,1.4,0.9,FL,South
Papillion city,City,Nebraska,Small,Walk,235,2.3,1.1,NE,North Central
Paradise town,Town,California,Small,Walk,195,2,1.7,CA,West
Paragould city,City,Arkansas,Small,Walk,2,0,0.1,AR,South
Paramount city,City,California,Small,Walk,811,3.8,1.2,CA,West
Paramus borough,Borough,New Jersey,Small,Walk,123,1,0.5,NJ,Northeast
Paris city,City,Texas,Small,Walk,242,2.4,0.9,TX,South
Park Forest village,Village,Illinois,Small,Walk,56,0.6,0.6,IL,North Central
Park Ridge city,City,Illinois,Small,Walk,664,3.8,1.7,IL,North Central
Parker town,Town,Colorado,Small,Walk,111,0.5,0.3,CO,West
Parkersburg city,City,West Virginia,Small,Walk,372,3,1,WV,South
Parkland city,City,Florida,Small,Walk,110,0.9,0.9,FL,South
Parma city,City,Ohio,Small,Walk,646,1.6,0.4,OH,North Central
Parma Heights city,City,Ohio,Small,Walk,91,1,0.6,OH,North Central
Pascagoula city,City,Mississippi,Small,Walk,333,3.6,1.5,MS,South
Pasco city,City,Washington,Small,Walk,422,1.7,0.8,WA,West
Passaic city,City,New Jersey,Small,Walk,2289,8.6,1.4,NJ,Northeast
Patterson city,City,California,Small,Walk,109,1.5,0.8,CA,West
Pawtucket city,City,Rhode Island,Small,Walk,992,3,0.9,RI,Northeast
Peabody city,City,Massachusetts,Small,Walk,411,1.6,0.5,MA,Northeast
Peachtree City city,City,Georgia,Small,Walk,167,1,0.6,GA,South
Pearl city,City,Mississippi,Small,Walk,55,0.5,0.4,MS,South
Pearland city,City,Texas,Small,Walk,126,0.3,0.2,TX,South
Peekskill city,City,New York,Small,Walk,649,5.4,1.8,NY,Northeast
Pekin city,City,Illinois,Small,Walk,295,2,0.9,IL,North Central
Pelham city,City,Alabama,Small,Walk,203,1.8,1.4,AL,South
Pensacola city,City,Florida,Small,Walk,683,2.8,0.9,FL,South
Perris city,City,California,Small,Walk,248,1.1,0.5,CA,West
Perrysburg city,City,Ohio,Small,Walk,131,1.2,0.7,OH,North Central
Perth Amboy city,City,New Jersey,Small,Walk,1050,4.9,1,NJ,Northeast
Petaluma city,City,California,Small,Walk,798,2.8,0.7,CA,West
Petersburg city,City,Virginia,Small,Walk,323,2.7,1.1,VA,South
Pflugerville city,City,Texas,Small,Walk,103,0.4,0.4,TX,South
Pharr city,City,Texas,Small,Walk,228,1,0.6,TX,South
Phenix City city,City,Alabama,Small,Walk,75,0.5,0.5,AL,South
Pico Rivera city,City,California,Small,Walk,462,1.7,0.6,CA,West
Pine Bluff city,City,Arkansas,Small,Walk,383,2.2,0.7,AR,South
Pinellas Park city,City,Florida,Small,Walk,173,0.8,0.4,FL,South
Piqua city,City,Ohio,Small,Walk,237,2.6,1.1,OH,North Central
Pittsburg city,City,California,Small,Walk,246,0.9,0.4,CA,West
Pittsburg city,City,Kansas,Small,Walk,295,3.3,1.3,KS,North Central
Pittsfield city,City,Massachusetts,Small,Walk,1026,5.1,1.2,MA,Northeast
Placentia city,City,California,Small,Walk,471,2,0.6,CA,West
Plainfield city,City,New Jersey,Small,Walk,1046,4.2,0.9,NJ,Northeast
Plainfield town,Town,Indiana,Small,Walk,119,1,0.6,IN,North Central
Plainfield village,Village,Illinois,Small,Walk,173,0.9,0.6,IL,North Central
Plainview city,City,Texas,Small,Walk,82,0.9,0.5,TX,South
Plant City city,City,Florida,Small,Walk,128,0.8,0.5,FL,South
Plantation city,City,Florida,Small,Walk,175,0.4,0.2,FL,South
Pleasant Grove city,City,Utah,Small,Walk,229,1.6,0.6,UT,West
Pleasant Hill city,City,California,Small,Walk,237,1.5,0.8,CA,West
Pleasant Prairie village,Village,Wisconsin,Small,Walk,28,0.3,0.5,WI,North Central
Pleasanton city,City,California,Small,Walk,893,2.7,1,CA,West
Pleasantville city,City,New Jersey,Small,Walk,235,2.6,1.1,NJ,Northeast
Plum borough,Borough,Pennsylvania,Small,Walk,109,0.8,0.5,PA,Northeast
Plymouth city,City,Minnesota,Small,Walk,633,1.7,0.8,MN,North Central
Pocatello city,City,Idaho,Small,Walk,832,3.3,0.7,ID,West
Ponca City city,City,Oklahoma,Small,Walk,186,1.7,0.6,OK,South
Pontiac city,City,Michigan,Small,Walk,436,2.1,0.7,MI,North Central
Pooler city,City,Georgia,Small,Walk,25,0.3,0.5,GA,South
Port Arthur city,City,Texas,Small,Walk,229,1.1,0.5,TX,South
Port Chester village,Village,New York,Small,Walk,1914,12.3,2.5,NY,Northeast
Port Hueneme city,City,California,Small,Walk,832,9,3.6,CA,West
Port Huron city,City,Michigan,Small,Walk,425,3.8,1.3,MI,North Central
Port Orange city,City,Florida,Small,Walk,381,1.6,0.9,FL,South
Portage city,City,Indiana,Small,Walk,195,1.2,0.7,IN,North Central
Portage city,City,Michigan,Small,Walk,143,0.6,0.3,MI,North Central
Porterville city,City,California,Small,Walk,203,1,0.5,CA,West
Portland city,City,Maine,Small,Walk,4493,12.5,1.2,ME,Northeast
Portsmouth city,City,New Hampshire,Small,Walk,701,5.7,2,NH,Northeast
Portsmouth city,City,Ohio,Small,Walk,453,6.2,1.8,OH,North Central
Portsmouth city,City,Virginia,Small,Walk,1650,3.8,0.8,VA,South
Post Falls city,City,Idaho,Small,Walk,193,1.5,0.9,ID,West
Pottstown borough,Borough,Pennsylvania,Small,Walk,748,7,1.8,PA,Northeast
Poughkeepsie city,City,New York,Small,Walk,982,7.4,1.7,NY,Northeast
Poway city,City,California,Small,Walk,393,1.7,0.6,CA,West
Prairie Village city,City,Kansas,Small,Walk,111,1,0.6,KS,North Central
Prattville city,City,Alabama,Small,Walk,113,0.7,0.6,AL,South
Prescott city,City,Arizona,Small,Walk,584,4,1.5,AZ,West
Prescott Valley town,Town,Arizona,Small,Walk,273,1.7,1,AZ,West
Prichard city,City,Alabama,Small,Walk,37,0.5,0.5,AL,South
Prior Lake city,City,Minnesota,Small,Walk,47,0.4,0.3,MN,North Central
Pullman city,City,Washington,Small,Walk,3195,23.5,3.2,WA,West
Puyallup city,City,Washington,Small,Walk,503,2.7,1,WA,West
Queen Creek town,Town,Arizona,Small,Walk,46,0.4,0.4,AZ,West
Quincy city,City,Illinois,Small,Walk,781,4.1,1,IL,North Central
Quincy city,City,Massachusetts,Small,Walk,1263,2.6,0.7,MA,Northeast
Racine city,City,Wisconsin,Small,Walk,824,2.5,0.7,WI,North Central
Radcliff city,City,Kentucky,Small,Walk,78,0.8,0.7,KY,South
Rahway city,City,New Jersey,Small,Walk,350,2.7,1.3,NJ,Northeast
Ramsey city,City,Minnesota,Small,Walk,46,0.4,0.3,MN,North Central
Rancho Cordova city,City,California,Small,Walk,525,1.9,0.5,CA,West
Rancho Palos Verdes city,City,California,Small,Walk,65,0.4,0.3,CA,West
Rancho Santa Margarita city,City,California,Small,Walk,309,1.2,0.6,CA,West
Rapid City city,City,South Dakota,Small,Walk,745,2.3,0.6,SD,North Central
Raytown city,City,Missouri,Small,Walk,30,0.2,0.2,MO,North Central
Reading city,City,Pennsylvania,Small,Walk,2350,7.8,1.1,PA,Northeast
Redding city,City,California,Small,Walk,825,2.3,0.7,CA,West
Redlands city,City,California,Small,Walk,1152,3.8,0.9,CA,West
Redmond city,City,Oregon,Small,Walk,322,3.1,1.4,OR,West
Redmond city,City,Washington,Small,Walk,1279,4.4,0.9,WA,West
Redondo Beach city,City,California,Small,Walk,698,1.9,0.6,CA,West
Redwood City city,City,California,Small,Walk,1206,3.1,0.7,CA,West
Reedley city,City,California,Small,Walk,163,1.8,1.4,CA,West
Renton city,City,Washington,Small,Walk,552,1.1,0.4,WA,West
Revere city,City,Massachusetts,Small,Walk,523,2.1,0.7,MA,Northeast
Rexburg city,City,Idaho,Small,Walk,1929,18,3.7,ID,West
Reynoldsburg city,City,Ohio,Small,Walk,196,1.1,0.5,OH,North Central
Richfield city,City,Minnesota,Small,Walk,627,3.3,0.9,MN,North Central
Richland city,City,Washington,Small,Walk,680,3,0.9,WA,West
Richmond city,City,Indiana,Small,Walk,447,3.2,1.1,IN,North Central
Richmond city,City,Kentucky,Small,Walk,847,5.7,1.5,KY,South
Ridgecrest city,City,California,Small,Walk,115,0.9,0.7,CA,West
Ridgeland city,City,Mississippi,Small,Walk,150,1.1,0.7,MS,South
Ridgewood village,Village,New Jersey,Small,Walk,503,4.6,3,NJ,Northeast
Rio Rancho city,City,New Mexico,Small,Walk,179,0.5,0.2,NM,West
Riverbank city,City,California,Small,Walk,203,2.3,1.2,CA,West
Riverside city,City,Ohio,Small,Walk,108,1,0.7,OH,North Central
Riverton city,City,Utah,Small,Walk,257,1.4,0.6,UT,West
Riviera Beach city,City,Florida,Small,Walk,369,2.8,1.3,FL,South
Roanoke city,City,Virginia,Small,Walk,920,2.1,0.5,VA,South
Rochester city,City,New Hampshire,Small,Walk,389,2.5,1,NH,Northeast
Rochester Hills city,City,Michigan,Small,Walk,507,1.5,0.7,MI,North Central
Rock Hill city,City,South Carolina,Small,Walk,747,2.4,0.7,SC,South
Rock Island city,City,Illinois,Small,Walk,842,4.9,1,IL,North Central
Rock Springs city,City,Wyoming,Small,Walk,249,2.1,0.8,WY,West
Rockledge city,City,Florida,Small,Walk,11,0.1,0.1,FL,South
Rocklin city,City,California,Small,Walk,206,0.8,0.3,CA,West
Rockville Centre village,Village,New York,Small,Walk,164,1.4,0.9,NY,Northeast
Rockville city,City,Maryland,Small,Walk,790,2.4,0.6,MD,South
Rockwall city,City,Texas,Small,Walk,160,0.9,0.5,TX,South
Rocky Mount city,City,North Carolina,Small,Walk,193,0.9,0.4,NC,South
Rocky River city,City,Ohio,Small,Walk,92,1,0.6,OH,North Central
Rogers city,City,Arkansas,Small,Walk,655,2.5,0.8,AR,South
Rohnert Park city,City,California,Small,Walk,434,2.1,1.4,CA,West
Rolling Meadows city,City,Illinois,Small,Walk,292,2.5,1.2,IL,North Central
Rome city,City,Georgia,Small,Walk,386,2.8,1,GA,South
Rome city,City,New York,Small,Walk,547,4,1.1,NY,Northeast
Romeoville village,Village,Illinois,Small,Walk,293,1.6,0.6,IL,North Central
Romulus city,City,Michigan,Small,Walk,61,0.6,0.4,MI,North Central
Roseburg city,City,Oregon,Small,Walk,187,2.3,1.3,OR,West
Roselle borough,Borough,New Jersey,Small,Walk,201,2,1.1,NJ,Northeast
Roselle village,Village,Illinois,Small,Walk,165,1.4,0.9,IL,North Central
Rosemead city,City,California,Small,Walk,305,1.3,0.5,CA,West
Rosemount city,City,Minnesota,Small,Walk,102,0.9,0.7,MN,North Central
Rosenberg city,City,Texas,Small,Walk,186,1.3,0.9,TX,South
Roseville city,City,Michigan,Small,Walk,225,1.1,0.5,MI,North Central
Roseville city,City,Minnesota,Small,Walk,281,1.6,0.7,MN,North Central
Roswell city,City,Georgia,Small,Walk,473,1,0.3,GA,South
Roswell city,City,New Mexico,Small,Walk,385,2,0.9,NM,West
Round Lake Beach village,Village,Illinois,Small,Walk,226,1.7,1.1,IL,North Central
Rowlett city,City,Texas,Small,Walk,59,0.2,0.2,TX,South
Roy city,City,Utah,Small,Walk,96,0.6,0.3,UT,West
Royal Oak city,City,Michigan,Small,Walk,550,1.7,0.5,MI,North Central
Royal Palm Beach village,Village,Florida,Small,Walk,109,0.7,0.6,FL,South
Russellville city,City,Arkansas,Small,Walk,374,2.9,1.2,AR,South
Ruston city,City,Louisiana,Small,Walk,643,7,2.8,LA,South
Saginaw city,City,Michigan,Small,Walk,354,2.2,0.6,MI,North Central
Saginaw city,City,Texas,Small,Walk,47,0.5,0.4,TX,South
Sahuarita town,Town,Arizona,Small,Walk,77,0.8,0.6,AZ,West
Salem city,City,Massachusetts,Small,Walk,1455,6.8,1.2,MA,Northeast
Salem city,City,Virginia,Small,Walk,435,3.9,1.4,VA,South
Salina city,City,Kansas,Small,Walk,546,2.3,0.6,KS,North Central
Salisbury city,City,Maryland,Small,Walk,578,4.5,1.5,MD,South
Salisbury city,City,North Carolina,Small,Walk,167,1.4,0.7,NC,South
Sammamish city,City,Washington,Small,Walk,223,1,0.5,WA,West
San Angelo city,City,Texas,Small,Walk,2840,6.4,1.3,TX,South
San Benito city,City,Texas,Small,Walk,313,3.9,1.8,TX,South
San Bruno city,City,California,Small,Walk,339,1.5,0.6,CA,West
San Carlos city,City,California,Small,Walk,215,1.5,0.6,CA,West
San Clemente city,City,California,Small,Walk,473,1.6,0.6,CA,West
San Dimas city,City,California,Small,Walk,315,2,1.2,CA,West
San Fernando city,City,California,Small,Walk,220,2.2,1,CA,West
San Gabriel city,City,California,Small,Walk,689,3.8,2.4,CA,West
San Jacinto city,City,California,Small,Walk,322,2.3,1,CA,West
San Juan Capistrano city,City,California,Small,Walk,287,1.9,1,CA,West
San Juan city,City,Texas,Small,Walk,180,1.5,1.3,TX,South
San Leandro city,City,California,Small,Walk,729,1.8,0.6,CA,West
San Luis city,City,Arizona,Small,Walk,40,0.6,0.9,AZ,West
San Luis Obispo city,City,California,Small,Walk,1865,8.2,1.6,CA,West
San Marcos city,City,California,Small,Walk,351,1,0.4,CA,West
San Marcos city,City,Texas,Small,Walk,1044,5,1.2,TX,South
San Mateo city,City,California,Small,Walk,1930,3.8,0.7,CA,West
San Pablo city,City,California,Small,Walk,167,1.4,0.9,CA,West
San Rafael city,City,California,Small,Walk,1340,4.6,1.4,CA,West
San Ramon city,City,California,Small,Walk,557,1.6,0.8,CA,West
Sandusky city,City,Ohio,Small,Walk,209,1.9,0.8,OH,North Central
Sandy city,City,Utah,Small,Walk,646,1.5,0.4,UT,West
Sandy Springs city,City,Georgia,Small,Walk,536,1,0.4,GA,South
Sanford city,City,Florida,Small,Walk,266,1.2,0.5,FL,South
Sanford city,City,North Carolina,Small,Walk,189,1.6,0.8,NC,South
Sanger city,City,California,Small,Walk,146,1.6,0.9,CA,West
Santa Barbara city,City,California,Small,Walk,3123,6.8,1.1,CA,West
Santa Cruz city,City,California,Small,Walk,2745,9.4,1.5,CA,West
Santa Fe city,City,New Mexico,Small,Walk,1268,3.8,0.6,NM,West
Santa Monica city,City,California,Small,Walk,2635,5.5,0.9,CA,West
Santa Paula city,City,California,Small,Walk,241,2,0.9,CA,West
Santee city,City,California,Small,Walk,270,1.1,0.5,CA,West
Sapulpa city,City,Oklahoma,Small,Walk,53,0.6,0.4,OK,South
Sarasota city,City,Florida,Small,Walk,818,3.6,0.9,FL,South
Saratoga city,City,California,Small,Walk,121,1,0.6,CA,West
Saratoga Springs city,City,New York,Small,Walk,1332,9.8,1.9,NY,Northeast
Saratoga Springs city,City,Utah,Small,Walk,26,0.4,0.4,UT,West
Savage city,City,Minnesota,Small,Walk,68,0.5,0.3,MN,North Central
Sayreville borough,Borough,New Jersey,Small,Walk,241,1.1,0.6,NJ,Northeast
Schaumburg village,Village,Illinois,Small,Walk,300,0.7,0.3,IL,North Central
Schenectady city,City,New York,Small,Walk,2068,7,1.1,NY,Northeast
Schererville town,Town,Indiana,Small,Walk,98,0.6,0.4,IN,North Central
Schertz city,City,Texas,Small,Walk,71,0.5,0.3,TX,South
Scranton city,City,Pennsylvania,Small,Walk,2561,7.8,0.9,PA,Northeast
Seal Beach city,City,California,Small,Walk,321,3.5,1.4,CA,West
Searcy city,City,Arkansas,Small,Walk,613,6.3,2.1,AR,South
Seaside city,City,California,Small,Walk,505,3.2,1,CA,West
SeaTac city,City,Washington,Small,Walk,234,1.9,1,WA,West
Sebastian city,City,Florida,Small,Walk,35,0.4,0.4,FL,South
Sedalia city,City,Missouri,Small,Walk,160,1.7,0.8,MO,North Central
Seguin city,City,Texas,Small,Walk,350,3.3,1.4,TX,South
Selma city,City,Alabama,Small,Walk,175,3,1.5,AL,South
Selma city,City,California,Small,Walk,101,1.1,0.7,CA,West
Shaker Heights city,City,Ohio,Small,Walk,247,1.8,0.7,OH,North Central
Shakopee city,City,Minnesota,Small,Walk,275,1.4,0.7,MN,North Central
Shawnee city,City,Kansas,Small,Walk,170,0.5,0.3,KS,North Central
Shawnee city,City,Oklahoma,Small,Walk,386,3,0.9,OK,South
Sheboygan city,City,Wisconsin,Small,Walk,666,2.8,0.8,WI,North Central
Shelby city,City,North Carolina,Small,Walk,151,2.1,1.2,NC,South
Shelbyville city,City,Tennessee,Small,Walk,16,0.2,0.3,TN,South
Shelton city,City,Connecticut,Small,Walk,116,0.6,0.3,CT,Northeast
Sherman city,City,Texas,Small,Walk,454,2.8,0.9,TX,South
Sherwood city,City,Arkansas,Small,Walk,143,0.9,0.7,AR,South
Shoreline city,City,Washington,Small,Walk,560,2.2,0.7,WA,West
Shoreview city,City,Minnesota,Small,Walk,103,0.8,0.8,MN,North Central
Sidney city,City,Ohio,Small,Walk,124,1.3,0.7,OH,North Central
Sierra Vista city,City,Arizona,Small,Walk,1128,5.5,1.8,AZ,West
Sioux City city,City,Iowa,Small,Walk,715,1.8,0.4,IA,North Central
Skokie village,Village,Illinois,Small,Walk,472,1.6,0.6,IL,North Central
Slidell city,City,Louisiana,Small,Walk,152,1.3,0.7,LA,South
Smyrna city,City,Georgia,Small,Walk,305,1.1,0.5,GA,South
Smyrna town,Town,Tennessee,Small,Walk,92,0.5,0.4,TN,South
Socorro city,City,Texas,Small,Walk,128,1.1,0.7,TX,South
Soledad city,City,California,Small,Walk,78,1.3,1.2,CA,West
Solon city,City,Ohio,Small,Walk,77,0.7,0.4,OH,North Central
Somerville city,City,Massachusetts,Small,Walk,4627,10.1,1,MA,Northeast
South El Monte city,City,California,Small,Walk,490,5.9,2.1,CA,West
South Elgin village,Village,Illinois,Small,Walk,79,0.7,0.5,IL,North Central
South Euclid city,City,Ohio,Small,Walk,182,1.6,0.7,OH,North Central
South Gate city,City,California,Small,Walk,779,2.1,0.5,CA,West
South Holland village,Village,Illinois,Small,Walk,91,1,0.7,IL,North Central
South Jordan city,City,Utah,Small,Walk,235,1,0.4,UT,West
South Lake Tahoe city,City,California,Small,Walk,863,8.2,2,CA,West
South Milwaukee city,City,Wisconsin,Small,Walk,188,1.9,0.8,WI,North Central
South Pasadena city,City,California,Small,Walk,155,1.2,0.6,CA,West
South Plainfield borough,Borough,New Jersey,Small,Walk,107,0.9,0.5,NJ,Northeast
South Portland city,City,Maine,Small,Walk,373,2.7,0.9,ME,Northeast
South Salt Lake city,City,Utah,Small,Walk,242,2.3,1.1,UT,West
South San Francisco city,City,California,Small,Walk,1186,3.8,1.2,CA,West
South St. Paul city,City,Minnesota,Small,Walk,180,1.7,0.9,MN,North Central
Southaven city,City,Mississippi,Small,Walk,40,0.2,0.2,MS,South
Southfield city,City,Michigan,Small,Walk,499,1.6,0.6,MI,North Central
Southgate city,City,Michigan,Small,Walk,157,1.2,0.6,MI,North Central
Southlake city,City,Texas,Small,Walk,121,1.1,0.5,TX,South
Spanish Fork city,City,Utah,Small,Walk,96,0.7,0.4,UT,West
Sparks city,City,Nevada,Small,Walk,542,1.3,0.4,NV,West
Spartanburg city,City,South Carolina,Small,Walk,554,3.7,1.1,SC,South
Spokane Valley city,City,Washington,Small,Walk,484,1.2,0.4,WA,West
Spring Hill city,City,Tennessee,Small,Walk,138,1,1.1,TN,South
Spring Valley village,Village,New York,Small,Walk,687,4.9,1.8,NY,Northeast
Springdale city,City,Arkansas,Small,Walk,390,1.3,0.5,AR,South
Springfield city,City,Ohio,Small,Walk,1068,4.6,1,OH,North Central
Springfield city,City,Oregon,Small,Walk,735,2.8,0.8,OR,West
Springville city,City,Utah,Small,Walk,189,1.5,0.6,UT,West
St. Charles city,City,Illinois,Small,Walk,402,2.3,1.2,IL,North Central
St. Charles city,City,Missouri,Small,Walk,747,2.2,0.6,MO,North Central
St. Clair Shores city,City,Michigan,Small,Walk,231,0.8,0.4,MI,North Central
St. Cloud city,City,Florida,Small,Walk,154,1,0.7,FL,South
St. Cloud city,City,Minnesota,Small,Walk,1220,3.6,0.8,MN,North Central
St. George city,City,Utah,Small,Walk,887,3.2,0.8,UT,West
St. Joseph city,City,Missouri,Small,Walk,804,2.3,0.6,MO,North Central
St. Louis Park city,City,Minnesota,Small,Walk,423,1.6,0.6,MN,North Central
St. Peters city,City,Missouri,Small,Walk,202,0.7,0.3,MO,North Central
Stanton city,City,California,Small,Walk,581,3.4,2.1,CA,West
Starkville city,City,Mississippi,Small,Walk,419,4.1,1.4,MS,South
State College borough,Borough,Pennsylvania,Small,Walk,5486,36.2,3.2,PA,Northeast
Statesboro city,City,Georgia,Small,Walk,498,4.5,1.9,GA,South
Statesville city,City,North Carolina,Small,Walk,83,0.8,0.5,NC,South
Staunton city,City,Virginia,Small,Walk,785,7.1,1.7,VA,South
Stevens Point city,City,Wisconsin,Small,Walk,1558,11.7,1.9,WI,North Central
Stillwater city,City,Oklahoma,Small,Walk,1977,8.7,1.2,OK,South
Stockbridge city,City,Georgia,Small,Walk,26,0.2,0.3,GA,South
Stow city,City,Ohio,Small,Walk,234,1.3,0.7,OH,North Central
Streamwood village,Village,Illinois,Small,Walk,119,0.6,0.3,IL,North Central
Strongsville city,City,Ohio,Small,Walk,234,1,0.4,OH,North Central
Suffolk city,City,Virginia,Small,Walk,247,0.6,0.2,VA,South
Sugar Land city,City,Texas,Small,Walk,376,1,0.5,TX,South
Suisun City city,City,California,Small,Walk,167,1.3,0.8,CA,West
Sulphur city,City,Louisiana,Small,Walk,100,1.2,1,LA,South
Summerville town,Town,South Carolina,Small,Walk,263,1.4,0.7,SC,South
Summit city,City,New Jersey,Small,Walk,603,6.2,2.4,NJ,Northeast
Sumter city,City,South Carolina,Small,Walk,568,3.4,0.9,SC,South
Sun Prairie city,City,Wisconsin,Small,Walk,188,1.1,0.5,WI,North Central
Sunny Isles Beach city,City,Florida,Small,Walk,364,3.9,1.9,FL,South
Sunrise city,City,Florida,Small,Walk,309,0.7,0.3,FL,South
Superior city,City,Wisconsin,Small,Walk,545,3.9,1.1,WI,North Central
Sweetwater city,City,Florida,Small,Walk,172,2.3,1.5,FL,South
Syracuse city,City,Utah,Small,Walk,20,0.2,0.2,UT,West
Tamarac city,City,Florida,Small,Walk,73,0.3,0.2,FL,South
Tarpon Springs city,City,Florida,Small,Walk,88,1,0.7,FL,South
Taunton city,City,Massachusetts,Small,Walk,379,1.4,0.5,MA,Northeast
Taylor city,City,Michigan,Small,Walk,354,1.5,0.5,MI,North Central
Taylorsville city,City,Utah,Small,Walk,327,1.1,0.5,UT,West
Temple City city,City,California,Small,Walk,128,0.8,0.4,CA,West
Temple city,City,Texas,Small,Walk,437,1.4,0.5,TX,South
Temple Terrace city,City,Florida,Small,Walk,176,1.4,0.8,FL,South
Terre Haute city,City,Indiana,Small,Walk,1486,6.2,1.1,IN,North Central
Texarkana city,City,Arkansas,Small,Walk,104,0.8,0.4,AR,South
Texarkana city,City,Texas,Small,Walk,161,1.1,0.8,TX,South
Texas City city,City,Texas,Small,Walk,452,2.4,0.9,TX,South
The Colony city,City,Texas,Small,Walk,94,0.5,0.4,TX,South
Thomasville city,City,North Carolina,Small,Walk,197,1.8,0.9,NC,South
Tigard city,City,Oregon,Small,Walk,629,2.5,0.7,OR,West
Tinley Park village,Village,Illinois,Small,Walk,334,1.2,0.7,IL,North Central
Titusville city,City,Florida,Small,Walk,166,1,0.6,FL,South
Tooele city,City,Utah,Small,Walk,241,1.8,0.9,UT,West
Torrington city,City,Connecticut,Small,Walk,449,2.6,1.1,CT,Northeast
Tracy city,City,California,Small,Walk,412,1.2,0.5,CA,West
Trenton city,City,New Jersey,Small,Walk,1880,5.7,1.2,NJ,Northeast
Trotwood city,City,Ohio,Small,Walk,140,1.5,0.9,OH,North Central
Troy city,City,Michigan,Small,Walk,326,0.9,0.3,MI,North Central
Troy city,City,New York,Small,Walk,2739,12.2,1.7,NY,Northeast
Troy city,City,Ohio,Small,Walk,215,1.8,0.7,OH,North Central
Trussville city,City,Alabama,Small,Walk,38,0.4,0.5,AL,South
Tualatin city,City,Oregon,Small,Walk,312,2.4,1,OR,West
Tulare city,City,California,Small,Walk,387,1.7,0.7,CA,West
Tupelo city,City,Mississippi,Small,Walk,139,0.9,0.7,MS,South
Turlock city,City,California,Small,Walk,552,2,0.7,CA,West
Tuscaloosa city,City,Alabama,Small,Walk,972,2.6,0.6,AL,South
Tustin city,City,California,Small,Walk,693,1.8,0.5,CA,West
Twentynine Palms city,City,California,Small,Walk,1951,15,3,CA,West
Twin Falls city,City,Idaho,Small,Walk,342,1.8,0.7,ID,West
Tyler city,City,Texas,Small,Walk,788,1.8,0.7,TX,South
Union City city,City,California,Small,Walk,361,1.2,0.5,CA,West
Union City city,City,Georgia,Small,Walk,74,0.9,1.1,GA,South
Union City city,City,New Jersey,Small,Walk,3936,12.7,1.3,NJ,Northeast
University City city,City,Missouri,Small,Walk,750,4.4,1.3,MO,North Central
University Park city,City,Texas,Small,Walk,685,7.4,1.5,TX,South
University Place city,City,Washington,Small,Walk,243,1.7,0.8,WA,West
Upland city,City,California,Small,Walk,353,1.1,0.5,CA,West
Upper Arlington city,City,Ohio,Small,Walk,219,1.3,0.5,OH,North Central
Urbana city,City,Illinois,Small,Walk,3220,16.6,2.3,IL,North Central
Urbandale city,City,Iowa,Small,Walk,116,0.5,0.4,IA,North Central
Utica city,City,New York,Small,Walk,1694,7.2,1,NY,Northeast
Vacaville city,City,California,Small,Walk,678,1.7,0.8,CA,West
Valdosta city,City,Georgia,Small,Walk,529,2.3,0.7,GA,South
Valley Stream village,Village,New York,Small,Walk,501,2.8,1,NY,Northeast
Valparaiso city,City,Indiana,Small,Walk,394,2.8,1,IN,North Central
Van Buren city,City,Arkansas,Small,Walk,295,2.9,1.9,AR,South
Venice city,City,Florida,Small,Walk,67,1.2,0.8,FL,South
Vernon Hills village,Village,Illinois,Small,Walk,40,0.3,0.2,IL,North Central
Vestavia Hills city,City,Alabama,Small,Walk,188,1.2,0.7,AL,South
Vicksburg city,City,Mississippi,Small,Walk,194,2.1,1.1,MS,South
Victoria city,City,Texas,Small,Walk,433,1.5,0.6,TX,South
Villa Park village,Village,Illinois,Small,Walk,125,1.1,0.5,IL,North Central
Vineland city,City,New Jersey,Small,Walk,303,1.2,0.6,NJ,Northeast
Vista city,City,California,Small,Walk,707,1.7,0.6,CA,West
Wadsworth city,City,Ohio,Small,Walk,117,1.2,0.8,OH,North Central
Wake Forest town,Town,North Carolina,Small,Walk,54,0.4,0.3,NC,South
Walker city,City,Michigan,Small,Walk,118,1,0.5,MI,North Central
Walla Walla city,City,Washington,Small,Walk,1113,8.7,2.2,WA,West
Walnut city,City,California,Small,Walk,94,0.7,0.4,CA,West
Walnut Creek city,City,California,Small,Walk,847,2.8,0.8,CA,West
Waltham city,City,Massachusetts,Small,Walk,2654,7.8,1.2,MA,Northeast
Warner Robins city,City,Georgia,Small,Walk,356,1.2,0.6,GA,South
